Team1,Team2,Winner,RealOdds,LoungeOdds,Difference,Risk,BetSize,EVTeam,Win
Selfless,Obey,Obey,0.58,0.84,-0.26,MEDIUM RISK,AVG BET,Obey,WIN
Dignitas,FSid3,Dignitas,0.55,0.73,-0.18,HIGH RISK,LOW BET,FSid3,LOSS
Astralis,mouz,Astralis,0.58,0.81,-0.23,HIGH RISK,ICB BET,mouz,LOSS
Astralis,mouz,Astralis,0.58,0.81,-0.23,HIGH RISK,ICB BET,mouz,LOSS
VP,Dignitas,Dignitas,0.52,0.42,0.1,HIGH RISK,LOW BET,VP,LOSS
EnVyUs,G2,EnVyUs,0.48,0.4,0.08,HIGH RISK,LOW BET,EnVyUs,WIN
HR,Empire,HR,0.6,0.82,-0.22,MEDIUM RISK,AVG BET,Empire,LOSS
Penta,ATN,Penta,0.55,0.57,-0.02,HIGH RISK,LOW BET,ATN,LOSS
Gambit,AGG,Gambit,0.55,0.68,-0.13,HIGH RISK,LOW BET,AGG,LOSS
FSid3,Method,FSid3,0.7,0.88,-0.18,LOW RISK,AVG BET,Method,LOSS
FSid3,Method,FSid3,0.7,0.88,-0.18,LOW RISK,AVG BET,Method,LOSS
FSid3,Method,FSid3,0.7,0.88,-0.18,LOW RISK,AVG BET,Method,LOSS
Nostalgie,SK,SK,0.42,0.25,0.17,MEDIUM RISK,LOW BET,Nostalgie,LOSS
Penta,E-Frag,E-Frag,0.42,0.24,0.18,MEDIUM RISK,AVG BET,Penta,LOSS
NRG,coL,NRG,0.55,0.83,-0.28,HIGH RISK,LOW BET,coL,LOSS
OG,Obey,OG,0.55,0.68,-0.13,HIGH RISK,LOW BET,Obey,LOSS
Gambit,Penta,Gambit,0.58,0.72,-0.14,MEDIUM RISK,LOW BET,Penta,LOSS
LG,Tyloo,LG,0.75,0.88,-0.13,LOW RISK,AVG BET,Tyloo,LOSS
LG,Tyloo,LG,0.75,0.88,-0.13,LOW RISK,AVG BET,Tyloo,LOSS
Liquid,mouz,mouz,0.52,0.55,-0.03,LOW RISK,LOW BET,mouz,WIN
Godsent,NaVi,NaVi,0.45,0.23,0.22,HIGH RISK,LOW BET,Godsent,LOSS
G2,CLG,CLG,0.55,0.67,-0.12,HIGH RISK,LOW BET,CLG,WIN
CSGL,Astralis,Astralis,0.25,0.11,0.14,MEDIUM RISK,AVG BET,CSGL,LOSS
Dignitas,NiP,Dignitas,0.4,0.25,0.15,HIGH RISK,LOW BET,Dignitas,WIN
FaZe,VP,VP,0.48,0.4,0.08,HIGH RISK,LOW BET,FaZe,LOSS
TStorm,EnVyUs,TStorm,0.49,0.47,0.02,HIGH RISK,LOW BET,TStorm,WIN
Penta,DenDD,Penta,0.52,0.7,-0.18,HIGH RISK,LOW BET,DenDD,LOSS
AGG,Epsilon,AGG,0.45,0.3,0.15,HIGH RISK,LOW BET,AGG,WIN
AGG,Epsilon,AGG,0.45,0.3,0.15,HIGH RISK,LOW BET,AGG,WIN
Liquid,Tyloo,Tyloo,0.75,0.85,-0.1,LOW RISK,AVG BET,Tyloo,WIN
Godsent,G2,Godsent,0.45,0.39,0.06,HIGH RISK,LOW BET,Godsent,WIN
Godsent,G2,Godsent,0.45,0.39,0.06,HIGH RISK,LOW BET,Godsent,WIN
LG,mouz,mouz,0.55,0.7,-0.15,HIGH RISK,LOW BET,mouz,WIN
NaVi,CLG,NaVi,0.55,0.59,-0.04,HIGH RISK,LOW BET,CLG,LOSS
CSGL,NiP,NiP,0.4,0.22,0.18,MEDIUM RISK,AVG BET,CSGL,LOSS
Astralis,Dignitas,Dignitas,0.58,0.72,-0.14,MEDIUM RISK,LOW BET,Dignitas,WIN
VP,TStorm,VP,0.52,0.57,-0.05,HIGH RISK,LOW BET,TStorm,LOSS
SK,Preparation,SK,0.58,0.75,-0.17,HIGH RISK,LOW BET,Preparation,LOSS
SK,Preparation,SK,0.58,0.75,-0.17,HIGH RISK,LOW BET,Preparation,LOSS
FSid3,Escape,FSid3,0.52,0.54,-0.02,HIGH RISK,LOW BET,Escape,LOSS
FaZe,EnVyUs,EnVyUs,0.48,0.39,0.09,HIGH RISK,LOW BET,FaZe,LOSS
Ence,E-Frag,Ence,0.44,0.32,0.12,HIGH RISK,LOW BET,Ence,WIN
Tyloo,LG,Tyloo,0.4,0.09,0.31,HIGH RISK,LOW BET,Tyloo,WIN
Godsent,CLG,Godsent,0.45,0.38,0.07,HIGH RISK,LOW BET,Godsent,WIN
NiP,Astralis,NiP,0.52,0.47,0.05,HIGH RISK,LOW BET,NiP,WIN
EnVyUs,TStorm,EnVyUs,0.52,0.56,-0.04,HIGH RISK,LOW BET,TStorm,LOSS
Escape,Gambit,Escape,0.48,0.42,0.06,HIGH RISK,LOW BET,Escape,WIN
Escape,Gambit,Escape,0.48,0.42,0.06,HIGH RISK,LOW BET,Escape,WIN
SK,Torpedo,SK,0.58,0.68,-0.1,HIGH RISK,LOW BET,Torpedo,LOSS
NaVi,Tyloo,NaVi,0.6,0.76,-0.16,HIGH RISK,LOW BET,Tyloo,LOSS
Dignitas,EnVyUs,EnVyUs,0.45,0.55,-0.1,HIGH RISK,LOW BET,EnVyUs,WIN
mouz,Godsent,Godsent,0.52,0.68,-0.16,HIGH RISK,LOW BET,Godsent,WIN
mouz,Godsent,Godsent,0.52,0.68,-0.16,HIGH RISK,LOW BET,Godsent,WIN
mouz,Godsent,Godsent,0.52,0.68,-0.16,HIGH RISK,LOW BET,Godsent,WIN
mouz,Godsent,Godsent,0.52,0.68,-0.16,HIGH RISK,LOW BET,Godsent,WIN
NiP,VP,NiP,0.55,0.62,-0.07,HIGH RISK,LOW BET,VP,LOSS
NaVi,EnVyUs,NaVi,0.55,0.69,-0.14,HIGH RISK,LOW BET,EnVyUs,LOSS
NaVi,EnVyUs,NaVi,0.55,0.69,-0.14,HIGH RISK,LOW BET,EnVyUs,LOSS
NR,Epsilon,Epsilon,0.4,0.32,0.08,HIGH RISK,LOW BET,NR,LOSS
NR,Epsilon,Epsilon,0.4,0.32,0.08,HIGH RISK,LOW BET,NR,LOSS
Godsent,NiP,NiP,0.42,0.22,0.2,HIGH RISK,LOW BET,Godsent,LOSS
Splyce,coL,Splyce,0.55,0.63,-0.08,HIGH RISK,LOW BET,coL,LOSS
NaVi,NiP,NiP,0.52,0.72,-0.2,HIGH RISK,LOW BET,NiP,WIN
E-Frag,SK,SK,0.45,0.47,-0.02,HIGH RISK,LOW BET,E-Frag,LOSS
Escape,Torpedo,Escape,0.55,0.63,-0.08,HIGH RISK,LOW BET,Torpedo,LOSS
OG,EchoFox,OG,0.55,0.7,-0.15,HIGH RISK,LOW BET,EchoFox,LOSS
CW,Enso,CW,0.6,0.88,-0.28,MEDIUM RISK,AVG BET,Enso,LOSS
VP,FaZe,FaZe,0.58,0.62,-0.04,HIGH RISK,LOW BET,FaZe,WIN
EnVyUs,mouz,mouz,0.55,0.59,-0.04,HIGH RISK,LOW BET,mouz,WIN
mouz,EnVyUs,mouz,0.55,0.57,-0.02,HIGH RISK,LOW BET,EnVyUs,LOSS
NaVi,Fnatic,Fnatic,0.52,0.55,-0.03,HIGH RISK,LOW BET,Fnatic,WIN
Astralis,FaZe,Astralis,0.55,0.7,-0.15,HIGH RISK,LOW BET,FaZe,LOSS
FaZe,Astralis,Astralis,0.42,0.23,0.19,HIGH RISK,LOW BET,FaZe,LOSS
CSGL,SK,SK,0.45,0.39,0.06,HIGH RISK,LOW BET,CSGL,LOSS
Fnatic,FaZe,FaZe,0.58,0.77,-0.19,HIGH RISK,LOW BET,FaZe,WIN
VP,mouz,mouz,0.47,0.4,0.07,HIGH RISK,LOW BET,VP,LOSS
AGG,E-Frag,AGG,0.48,0.36,0.12,HIGH RISK,LOW BET,AGG,WIN
AGG,E-Frag,AGG,0.48,0.36,0.12,HIGH RISK,LOW BET,AGG,WIN
